,GENE,GENE_ID
25319,NUDT22TSC22D4,ENSG00000149761ENSG00000166925
25320,RP11-783K16.14TSC22D4,ENSG00000256116ENSG00000166925
25322,TRPT1TSC22D4,ENSG00000149743ENSG00000166925
25323,TRPT1RP11-44M6.3,ENSG00000149743ENSG00000184414
25324,NUDT22LRCH4,ENSG00000149761ENSG00000077454
25326,TRPT1LRCH4,ENSG00000149743ENSG00000077454
25333,TRPT1SAP25,ENSG00000149743ENSG00000205307
25338,TRPT1EPHB4,ENSG00000149743ENSG00000196411
25341,NUDT22EPHB4,ENSG00000149761ENSG00000196411
25349,RP11-783K16.14RN7SL750P,ENSG00000256116ENSG00000263672
25356,NUDT22RN7SL750P,ENSG00000149761ENSG00000263672
25357,TRPT1AC005086.1,ENSG00000149743ENSG00000230110
25358,TRPT1AC005086.3,ENSG00000149743ENSG00000258040
25359,TRPT1SNORA48,ENSG00000149743ENSG00000252824
25360,TRPT1AC005086.4,ENSG00000149743ENSG00000258093
25362,TRPT1SH2B2,ENSG00000149743ENSG00000160999
25363,NUDT22SH2B2,ENSG00000149761ENSG00000160999
25365,TRPT1MIR548O,ENSG00000149743ENSG00000221510
25366,NUDT22ORAI2,ENSG00000149761ENSG00000160991
25367,TRPT1ORAI2,ENSG00000149743ENSG00000160991
25368,TRPT1RP11-514P8.2,ENSG00000149743ENSG00000239480
25372,DNAJC4ORAI2,ENSG00000110011ENSG00000160991
25376,TRPT1AC093668.2,ENSG00000149743ENSG00000256604
25377,NUDT22AC093668.3,ENSG00000149761ENSG00000271745
25378,NUDT22PSMC2,ENSG00000149761ENSG00000161057
25381,RP11-783K16.14PSMC2,ENSG00000256116ENSG00000161057
25383,DNAJC4PSMC2,ENSG00000110011ENSG00000161057
25385,TRPT1PSMC2,ENSG00000149743ENSG00000161057
25390,TRPT1RN7SKP86,ENSG00000149743ENSG00000222386
25391,DNAJC4CTB-107G13.1,ENSG00000110011ENSG00000234715
25392,NUDT22ORC5,ENSG00000149761ENSG00000164815
25393,TRPT1ORC5,ENSG00000149743ENSG00000164815
25395,RP11-783K16.14ORC5,ENSG00000256116ENSG00000164815
25397,DNAJC4ORC5,ENSG00000110011ENSG00000164815
25398,TRPT1KMT2E,ENSG00000149743ENSG00000005483
25401,DNAJC4KMT2E,ENSG00000110011ENSG00000005483
25402,NUDT22KMT2E,ENSG00000149761ENSG00000005483
25405,DNAJC4CDHR3,ENSG00000110011ENSG00000128536
25406,TRPT1CDHR3,ENSG00000149743ENSG00000128536
25407,NUDT22CDHR3,ENSG00000149761ENSG00000128536
25412,VEGFBCDHR3,ENSG00000173511ENSG00000128536
25417,NUDT22AC004917.1,ENSG00000149761ENSG00000177820
25418,NUDT22CTB-111H14.1,ENSG00000149761ENSG00000243797
25419,NUDT22CCDC71L,ENSG00000149761ENSG00000253276
25420,RP11-783K16.14CTB-111H14.1,ENSG00000256116ENSG00000243797
25422,DNAJC4CTB-111H14.1,ENSG00000110011ENSG00000243797
25423,DNAJC4CCDC71L,ENSG00000110011ENSG00000253276
25425,DNAJC4PIK3CG,ENSG00000110011ENSG00000105851
25427,RP11-783K16.14PIK3CG,ENSG00000256116ENSG00000105851
25429,VEGFBPIK3CG,ENSG00000173511ENSG00000105851
25431,NUDT22PIK3CG,ENSG00000149761ENSG00000105851
25432,VEGFBDUS4L,ENSG00000173511ENSG00000105865
25433,NUDT22DUS4L,ENSG00000149761ENSG00000105865
25434,DNAJC4DUS4L,ENSG00000110011ENSG00000105865
25441,VEGFBNRCAM,ENSG00000173511ENSG00000091129
25442,RP11-783K16.14NRCAM,ENSG00000256116ENSG00000091129
25443,DNAJC4NRCAM,ENSG00000110011ENSG00000091129
25452,DNAJC4AC002543.2,ENSG00000110011ENSG00000235945
25453,DNAJC4CAPZA2,ENSG00000110011ENSG00000198898
25454,PLCB3CAPZA2,ENSG00000149782ENSG00000198898
25457,RP11-783K16.13CAPZA2,ENSG00000257086ENSG00000198898
25474,Y_RNACAPZA2,ENSG00000207024ENSG00000198898
25475,KCNK4ST7,ENSG00000182450ENSG00000004866
25481,RP11-783K16.10ST7,ENSG00000257069ENSG00000004866
25486,RPS6KA4ST7-AS2,ENSG00000162302ENSG00000226367
25488,RPS6KA4ST7,ENSG00000162302ENSG00000004866
25497,MIR1237ST7,ENSG00000221273ENSG00000004866
25499,RPS6KA4CPED1,ENSG00000162302ENSG00000106034
25502,SLC22A11CPED1,ENSG00000168065ENSG00000106034
25503,SLC22A11HMGN1P18,ENSG00000168065ENSG00000234927
25507,NRXN2CPED1,ENSG00000110076ENSG00000106034
25511,AP001092.4CPED1,ENSG00000237410ENSG00000106034
25512,NRXN2RNF133,ENSG00000110076ENSG00000188050
25513,NRXN2RNF148,ENSG00000110076ENSG00000235631
25515,NRXN2IQUB,ENSG00000110076ENSG00000164675
25521,SF1RP11-390E23.3,ENSG00000168066ENSG00000230442
25522,SF1HYAL4,ENSG00000168066ENSG00000106302
25527,SF1GCC1,ENSG00000168066ENSG00000179562
25529,SF1RBM28,ENSG00000168066ENSG00000106344
25531,SF1RNU7-27P,ENSG00000168066ENSG00000238750
25536,SF1TSPAN33,ENSG00000168066ENSG00000158457
25537,SF1Y_RNA,ENSG00000168066ENSG00000200629
25540,SF1RP11-286H14.6,ENSG00000168066ENSG00000240685
25541,SF1SMO,ENSG00000168066ENSG00000128602
25543,SF1RP11-286H14.8,ENSG00000168066ENSG00000243230
25546,SF1NRF1,ENSG00000168066ENSG00000106459
25549,SF1RNA5SP244,ENSG00000168066ENSG00000212238
25554,MIR194-2CPA2,ENSG00000229719ENSG00000158516
25555,BATF2CPA2,ENSG00000168062ENSG00000158516
25557,BATF2AKR1B1,ENSG00000168062ENSG00000085662
25560,ARL2AKR1B1,ENSG00000213465ENSG00000085662
25565,NAALADL1AKR1B1,ENSG00000168060ENSG00000085662
25571,SAC3D1TMEM140,ENSG00000168061ENSG00000146859
25572,NAALADL1C7orf49,ENSG00000168060ENSG00000122783
25575,SAC3D1C7orf49,ENSG00000168061ENSG00000122783
25583,NAALADL1RP11-134L10.1,ENSG00000168060ENSG00000272941
25584,SAC3D1ZC3HAV1L,ENSG00000168061ENSG00000146858
25585,NAALADL1TTC26,ENSG00000168060ENSG00000105948
25590,SAC3D1TTC26,ENSG00000168061ENSG00000105948
25591,NAALADL1RP11-365F18.3,ENSG00000168060ENSG00000239254
25593,NAALADL1CLEC2L,ENSG00000168060ENSG00000236279
25596,NAALADL1ERHP1,ENSG00000168060ENSG00000254270
25597,NAALADL1RAB19,ENSG00000168060ENSG00000146955
25601,SAC3D1AGK,ENSG00000168061ENSG00000006530
25602,NAALADL1AGK,ENSG00000168060ENSG00000006530
25615,NAALADL1KIAA1147,ENSG00000168060ENSG00000257093
25617,NAALADL1RP5-894A10.6,ENSG00000168060ENSG00000270157
25618,NAALADL1WEE2,ENSG00000168060ENSG00000214102
25619,NAALADL1WEE2-AS1,ENSG00000168060ENSG00000228775
25620,SAC3D1WEE2-AS1,ENSG00000168061ENSG00000228775
25625,RN7SL114PWEE2,ENSG00000266123ENSG00000214102
25627,NAALADL1RNU1-82P,ENSG00000168060ENSG00000212153
25634,RN7SL114PWEE2-AS1,ENSG00000266123ENSG00000228775
25635,FAUWEE2-AS1,ENSG00000149806ENSG00000228775
25636,ZNHIT2WEE2-AS1,ENSG00000174276ENSG00000228775
25638,FAUWEE2,ENSG00000149806ENSG00000214102
25640,FAURNU1-82P,ENSG00000149806ENSG00000212153
25641,AP003068.12WEE2,ENSG00000255173ENSG00000214102
25653,FAUPRSS37,ENSG00000149806ENSG00000165076
25656,SLC22A20PRSS37,ENSG00000197847ENSG00000165076
25657,SLC22A20TRBV5-1,ENSG00000197847ENSG00000211734
25658,SLC22A20TRBV28,ENSG00000197847ENSG00000211753
25659,SLC22A20PGBD4P1,ENSG00000197847ENSG00000244273
25660,SLC22A20EPHB6,ENSG00000197847ENSG00000106123
25668,SLC22A20TRPV6,ENSG00000197847ENSG00000165125
25671,POLA2RP11-114L10.2,ENSG00000014138ENSG00000224970
25672,POLA2TRPV6,ENSG00000014138ENSG00000165125
25685,AP001362.1TRPV6,ENSG00000269018ENSG00000165125
25686,AP001266.1OR6V1,ENSG00000175827ENSG00000225781
25687,AP5B1CLCN1,ENSG00000254470ENSG00000188037
25688,AP001266.1CLCN1,ENSG00000175827ENSG00000188037
25690,CTSWCLCN1,ENSG00000172543ENSG00000188037
25691,FIBPTAS2R41,ENSG00000172500ENSG00000221855
25692,FIBPCTAGE15,ENSG00000172500ENSG00000271079
25693,FIBPCTAGE15,ENSG00000172500ENSG00000176227
25694,FIBPRNU6-162P,ENSG00000172500ENSG00000252037
25695,CTSWFAM115A,ENSG00000172543ENSG00000198420
25696,FIBPFAM115A,ENSG00000172500ENSG00000198420
25698,CTSWOR2A12,ENSG00000172543ENSG00000221858
25699,FIBPOR2A14,ENSG00000172500ENSG00000221938
25700,FIBPNOBOX,ENSG00000172500ENSG00000106410
25703,FIBPPDIA4,ENSG00000172500ENSG00000155660
25705,FIBPZNF786,ENSG00000172500ENSG00000197362
25707,CATSPER1ZNF786,ENSG00000175294ENSG00000197362
25708,CATSPER1ZNF783,ENSG00000175294ENSG00000204946
25710,KLC2ZNF783,ENSG00000174996ENSG00000204946
25711,KLC2KRBA1,ENSG00000174996ENSG00000133619
25721,KLC2RP4-584D14.6,ENSG00000174996ENSG00000239377
25722,RP11-867G23.1GIMAP4,ENSG00000254855ENSG00000133574
25723,KLC2GIMAP4,ENSG00000174996ENSG00000133574
25724,RP11-867G23.2GIMAP4,ENSG00000254762ENSG00000133574
25725,RP11-755F10.3GIMAP4,ENSG00000254461ENSG00000133574
25727,B3GNT1RP5-1051J4.4,ENSG00000174684ENSG00000241134
25728,B3GNT1RP11-148K1.10,ENSG00000174684ENSG00000243433
25729,B3GNT1CHPF2,ENSG00000174684ENSG00000033100
25730,RP11-867G23.8SMARCD3,ENSG00000255468ENSG00000082014
25732,RP11-867G23.8MIR671,ENSG00000255468ENSG00000211517
25733,B3GNT1SMARCD3,ENSG00000174684ENSG00000082014
25735,RP11-867G23.8CHPF2,ENSG00000255468ENSG00000033100
25737,SLC29A2SMARCD3,ENSG00000174669ENSG00000082014
25742,SLC29A2CHPF2,ENSG00000174669ENSG00000033100
25743,DPP3SMARCD3,ENSG00000254986ENSG00000082014
25747,DPP3CHPF2,ENSG00000254986ENSG00000033100
25749,DPP3RP4-548D19.3,ENSG00000254986ENSG00000272661
25753,DPP3MIR671,ENSG00000254986ENSG00000211517
25754,BBS1SMARCD3,ENSG00000174483ENSG00000082014
25756,BBS1CHPF2,ENSG00000174483ENSG00000033100
25757,CTD-3074O7.11SMARCD3,ENSG00000256349ENSG00000082014
25769,BBS1RP4-548D19.3,ENSG00000174483ENSG00000272661
25770,DPP3XRCC2,ENSG00000254986ENSG00000196584
25772,DPP3RN7SL845P,ENSG00000254986ENSG00000244328
25773,BBS1SHH,ENSG00000174483ENSG00000164690
25777,BBS1NOM1,ENSG00000174483ENSG00000146909
25778,DPP3RP5-1121A15.3,ENSG00000254986ENSG00000230033
25779,DPP3NOM1,ENSG00000254986ENSG00000146909
25780,RBM4BAC078942.1,ENSG00000173914ENSG00000225365
25781,RBM4BUSP14,ENSG00000173914ENSG00000101557
25787,RP11-658F2.8USP14,ENSG00000258297ENSG00000101557
25788,RP11-658F2.8CLUL1,ENSG00000258297ENSG00000079101
25789,RN7SL12PCLUL1,ENSG00000239553ENSG00000079101
25791,RN7SKP239CLUL1,ENSG00000201684ENSG00000079101
25792,CARNS1CLUL1,ENSG00000172508ENSG00000079101
25798,CARNS1NDC80,ENSG00000172508ENSG00000080986
25800,CARNS1RP11-715F3.1,ENSG00000172508ENSG00000264150
25801,CARNS1RP11-715F3.2,ENSG00000172508ENSG00000266783
25802,CARNS1LPIN2,ENSG00000172508ENSG00000101577
25805,CARNS1TMEM200C,ENSG00000172508ENSG00000206432
25806,CARNS1RP11-945C19.4,ENSG00000172508ENSG00000264449
25813,TMEM134TMEM200C,ENSG00000172663ENSG00000206432
25814,TMEM134RP11-945C19.4,ENSG00000172663ENSG00000264449
25820,TMEM134RP11-146G7.2,ENSG00000172663ENSG00000263797
25821,TMEM134RP11-76K13.3,ENSG00000172663ENSG00000264475
25822,TMEM134PTPRM,ENSG00000172663ENSG00000173482
25828,TMEM134RALBP1,ENSG00000172663ENSG00000017797
25830,CDK2AP2RNU2-27P,ENSG00000167797ENSG00000251994
25831,CDK2AP2RP11-61L19.3,ENSG00000167797ENSG00000273352
25832,CDK2AP2PPP4R1,ENSG00000167797ENSG00000154845
25835,NDUFV1PPP4R1,ENSG00000167792ENSG00000154845
25836,C11orf72PPP4R1,ENSG00000184224ENSG00000154845
25857,NDUFV1RP11-881L2.1,ENSG00000167792ENSG00000266541
25858,NDUFV1VAPA,ENSG00000167792ENSG00000101558
25862,RP11-655M14.12VAPA,ENSG00000255119ENSG00000101558
25864,NDUFV1GNAL,ENSG00000167792ENSG00000141404
25867,NDUFV1CHMP1B,ENSG00000167792ENSG00000255112
25868,DOC2GPGNAL,ENSG00000231793ENSG00000141404
25870,NDUFV1RP11-78A19.3,ENSG00000167792ENSG00000267165
25873,NDUFV1MPPE1,ENSG00000167792ENSG00000154889
25896,NDUFS8MPPE1,ENSG00000110717ENSG00000154889
25898,NDUFS8RP11-703I16.1,ENSG00000110717ENSG00000267480
25900,NDUFS8CIDEA,ENSG00000110717ENSG00000176194
25904,NDUFS8RP11-861E21.3,ENSG00000110717ENSG00000267515
25905,NDUFS8RP11-861E21.2,ENSG00000110717ENSG00000267199
25906,NDUFS8AP005482.1,ENSG00000110717ENSG00000215527
25909,NDUFS8SEH1L,ENSG00000110717ENSG00000085415
25916,NDUFS8MC2R,ENSG00000110717ENSG00000185231
25918,NDUFS8AP006564.1,ENSG00000110717ENSG00000265481
25919,NDUFS8ESCO1,ENSG00000110717ENSG00000141446
25920,FGF4ESCO1,ENSG00000075388ENSG00000141446
25922,AP001888.1ESCO1,ENSG00000268351ENSG00000141446
25923,FADDCTAGE1,ENSG00000168040ENSG00000212710
25924,RP11-805J14.5CTAGE1,ENSG00000254721ENSG00000212710
25925,RP11-805J14.5RP11-863N1.4,ENSG00000254721ENSG00000270855
25926,SHANK2C18orf8,ENSG00000162105ENSG00000141452
25932,AP001271.3C18orf8,ENSG00000227726ENSG00000141452
25942,SHANK2AC010754.1,ENSG00000162105ENSG00000221389
25943,SHANK2CABYR,ENSG00000162105ENSG00000154040
25947,DHCR7CABYR,ENSG00000172893ENSG00000154040
25956,RP11-849H4.2RP11-799B12.4,ENSG00000254469ENSG00000265750
25957,RP11-849H4.2CABYR,ENSG00000254469ENSG00000154040
25959,RP11-849H4.2OSBPL1A,ENSG00000254469ENSG00000141447
25964,FOLR2OSBPL1A,ENSG00000165457ENSG00000141447
25965,FOLR2HRH4,ENSG00000165457ENSG00000134489
25969,FOLR2DSG4,ENSG00000165457ENSG00000175065
25971,FOLR2DSG3,ENSG00000165457ENSG00000134757
25972,FOLR2B4GALT6,ENSG00000165457ENSG00000118276
25973,RP11-169D4.2B4GALT6,ENSG00000256633ENSG00000118276
25974,P2RY2B4GALT6,ENSG00000175591ENSG00000118276
25976,P2RY2SLC25A52,ENSG00000175591ENSG00000141437
25977,RP11-800A3.4SLC25A52,ENSG00000260401ENSG00000141437
25978,P2RY2MEP1B,ENSG00000175591ENSG00000141434
25980,P2RY2RP11-53I6.5,ENSG00000175591ENSG00000265279
25981,RP11-800A3.4MEP1B,ENSG00000260401ENSG00000141434
25982,RP11-809N8.2MEP1B,ENSG00000256928ENSG00000141434
25983,RAB6AMEP1B,ENSG00000175582ENSG00000141434
25989,RAB6AKLHL14,ENSG00000175582ENSG00000197705
25991,RAB6AAC012123.1,ENSG00000175582ENSG00000228835
25992,PPME1KLHL14,ENSG00000214517ENSG00000197705
25993,PPME1NOL4,ENSG00000214517ENSG00000101746
25994,P4HA3NOL4,ENSG00000149380ENSG00000101746
26000,KCNE3NOL4,ENSG00000175538ENSG00000101746
26001,KCNE3RP11-138H11.1,ENSG00000175538ENSG00000268873
26002,KCNE3ZNF397,ENSG00000175538ENSG00000186812
26003,KCNE3ZSCAN30,ENSG00000175538ENSG00000186814
26004,RP11-702H23.6ZNF397,ENSG00000254928ENSG00000186812
26007,RP11-702H23.4ZSCAN30,ENSG00000254631ENSG00000186814
26008,LIPT2ZNF397,ENSG00000175536ENSG00000186812
26009,AP001372.2ZNF397,ENSG00000254837ENSG00000186812
26010,LIPT2ELP2,ENSG00000175536ENSG00000134759
26012,POLD3ELP2,ENSG00000077514ENSG00000134759
26013,SPCS2ELP2,ENSG00000118363ENSG00000134759
26021,AP001992.1ELP2,ENSG00000265344ENSG00000134759
26022,RPS3ELP2,ENSG00000149273ENSG00000134759
26023,SNORD15AELP2,ENSG00000206941ENSG00000134759
26024,SNORD15BELP2,ENSG00000207445ENSG00000134759
26044,GDPD5ELP2,ENSG00000158555ENSG00000134759
26048,GDPD5RP11-116O18.1,ENSG00000158555ENSG00000266968
26049,GDPD5SIGLEC15,ENSG00000158555ENSG00000197046
26054,GDPD5RNU6-1278P,ENSG00000158555ENSG00000251939
26055,GDPD5HDHD2,ENSG00000158555ENSG00000167220
26059,GDPD5RP11-49K24.8,ENSG00000158555ENSG00000267724
26060,GDPD5ZBTB7C,ENSG00000158555ENSG00000184828
26070,RP11-619A14.3ZBTB7C,ENSG00000255362ENSG00000184828
26071,RP11-111M22.3ZBTB7C,ENSG00000255135ENSG00000184828
26073,TSKUZBTB7C,ENSG00000182704ENSG00000184828
26077,RP11-21L23.2ZBTB7C,ENSG00000261578ENSG00000184828
26078,KCTD21ZBTB7C,ENSG00000188997ENSG00000184828
26079,KCTD21-AS1ZBTB7C,ENSG00000246174ENSG00000184828
26083,KCTD21AC091150.1,ENSG00000188997ENSG00000268960
26084,KCTD21C18orf32,ENSG00000188997ENSG00000177576
26085,KCTD21RPL17-C18orf32,ENSG00000188997ENSG00000215472
26086,KCTD21-AS1SNORD58C,ENSG00000246174ENSG00000202093
26087,KCTD21-AS1SNORD58A,ENSG00000246174ENSG00000206602
26088,USP35MIR1539,ENSG00000118369ENSG00000265496
26089,USP35RPL17,ENSG00000118369ENSG00000265681
26090,USP35RPL17-C18orf32,ENSG00000118369ENSG00000215472
26096,GAB2RPL17,ENSG00000033327ENSG00000265681
26097,GAB2C18orf32,ENSG00000033327ENSG00000177576
26098,USP35SRP72P1,ENSG00000118369ENSG00000265182
26099,USP35RP11-110H1.4,ENSG00000118369ENSG00000263916
26102,FAM181BRPL17,ENSG00000182103ENSG00000265681
26103,RP11-727A23.4RPL17,ENSG00000254676ENSG00000265681
26104,RP11-727A23.11MIR1539,ENSG00000269939ENSG00000265496
26105,RP11-727A23.5RPL17,ENSG00000247137ENSG00000265681
26106,CCDC90BRPL17,ENSG00000137500ENSG00000265681
26107,TMEM126BRPL17,ENSG00000171204ENSG00000265681
26108,TMEM126BC18orf32,ENSG00000171204ENSG00000177576
26115,TMEM126BRPL17-C18orf32,ENSG00000171204ENSG00000215472
26116,TMEM126BSNORD58B,ENSG00000171204ENSG00000271982
26117,TMEM126BCXXC1,ENSG00000171204ENSG00000154832
26118,CREBZFCXXC1,ENSG00000137504ENSG00000154832
26128,PICALMCXXC1,ENSG00000073921ENSG00000154832
26139,RP11-736K20.6CXXC1,ENSG00000246523ENSG00000154832
26140,FZD4CXXC1,ENSG00000174804ENSG00000154832
26142,RAB38CXXC1,ENSG00000123892ENSG00000154832
26145,MIR3166CXXC1,ENSG00000266581ENSG00000154832
26146,NAALAD2CXXC1,ENSG00000077616ENSG00000154832
26151,NAALAD2MBD2,ENSG00000077616ENSG00000134046
26155,NAALAD2STARD6,ENSG00000077616ENSG00000174448
26158,NAALAD2TXNL1,ENSG00000077616ENSG00000091164
26162,KIAA1731TXNL1,ENSG00000166004ENSG00000091164
26166,KIAA1731ONECUT2,ENSG00000166004ENSG00000119547
26168,KIAA1731RAX,ENSG00000166004ENSG00000134438
26171,KIAA1731CPLX4,ENSG00000166004ENSG00000166569
26173,KIAA1731RP11-27G24.3,ENSG00000166004ENSG00000267000
26174,KIAA1731RP11-2N1.2,ENSG00000166004ENSG00000267774
26175,KIAA1731TNFRSF11A,ENSG00000166004ENSG00000141655
26176,C11orf54TNFRSF11A,ENSG00000182919ENSG00000141655
26177,C11orf54AC009802.1,ENSG00000182919ENSG00000268706
26178,C11orf54SERPINB8,ENSG00000182919ENSG00000166401
26181,TAF1DSERPINB8,ENSG00000166012ENSG00000166401
26184,C11orf54HMSD,ENSG00000182919ENSG00000221887
26186,C11orf54CNDP2,ENSG00000182919ENSG00000133313
26190,ANKRD49CNDP2,ENSG00000168876ENSG00000133313
26201,FUT4CNDP2,ENSG00000196371ENSG00000133313
26203,RP11-735A19.2CNDP2,ENSG00000255855ENSG00000133313
26204,KIAA1377CNDP2,ENSG00000110318ENSG00000133313
26205,ANGPTL5CNDP2,ENSG00000187151ENSG00000133313
26206,BIRC3CNDP2,ENSG00000023445ENSG00000133313
26209,MMP1ZADH2,ENSG00000196611ENSG00000180011
26210,WTAPP1ZADH2,ENSG00000255282ENSG00000180011
26212,WTAPP1RP11-17M16.1,ENSG00000255282ENSG00000220032
26213,DCUN1D5RP11-17M16.2,ENSG00000137692ENSG00000265778
26214,DCUN1D5RP11-162A12.2,ENSG00000137692ENSG00000264278
26215,DCUN1D5RP11-162A12.3,ENSG00000137692ENSG00000265261
26217,DCUN1D5MBP,ENSG00000137692ENSG00000197971
26223,CARD16MBP,ENSG00000204397ENSG00000197971
26228,CARD18MBP,ENSG00000255501ENSG00000197971
26231,GRIA4MBP,ENSG00000152578ENSG00000197971
26233,RNU6-277PMBP,ENSG00000252081ENSG00000197971
26237,ELMOD1RP11-862L9.3,ENSG00000110675ENSG00000266844
26238,ELMOD1MBP,ENSG00000110675ENSG00000197971
26239,AP000889.1MBP,ENSG00000254758ENSG00000197971
26241,Y_RNAMBP,ENSG00000200855ENSG00000197971
26242,CUL5MBP,ENSG00000166266ENSG00000197971
26244,DDX10RP11-862L9.3,ENSG00000178105ENSG00000266844
26245,DDX10MBP,ENSG00000178105ENSG00000197971
26246,ZC3H12CMBP,ENSG00000149289ENSG00000197971
26247,ZC3H12CRP11-862L9.3,ENSG00000149289ENSG00000266844
26252,SIK2MBP,ENSG00000170145ENSG00000197971
26253,SIK2RP11-567M16.5,ENSG00000170145ENSG00000266901
26254,NCAM1-AS1PQLC1,ENSG00000227487ENSG00000122490
26256,TTC12PQLC1,ENSG00000149292ENSG00000122490
26272,DRD2PQLC1,ENSG00000149295ENSG00000122490
26282,TAGLNPQLC1,ENSG00000149591ENSG00000122490
26293,TAGLNHSBP1L1,ENSG00000149591ENSG00000226742
26297,IL10RAHSBP1L1,ENSG00000110324ENSG00000226742
26306,IL10RAPARD6G,ENSG00000110324ENSG00000178184
26307,AMICA1PARD6G,ENSG00000160593ENSG00000178184
26309,HSPE1P18AC139100.3,ENSG00000255163ENSG00000267251
26310,AMICA1HSPA13,ENSG00000160593ENSG00000155304
26316,AMICA1ADAMTS1,ENSG00000160593ENSG00000154734
26319,RP11-770J1.4ADAMTS1,ENSG00000255384ENSG00000154734
26320,AP002954.3ADAMTS1,ENSG00000255176ENSG00000154734
26322,DDX6ADAMTS1,ENSG00000110367ENSG00000154734
26324,AP002954.4ADAMTS1,ENSG00000255422ENSG00000154734
26327,UPK2ADAMTS1,ENSG00000110375ENSG00000154734
26328,UPK2LTN1,ENSG00000110375ENSG00000198862
26329,RP11-158I9.7LTN1,ENSG00000264523ENSG00000198862
26330,HYOU1LTN1,ENSG00000149428ENSG00000198862
26332,HYOU1SOD1,ENSG00000149428ENSG00000142168
26334,HYOU1SNORA81,ENSG00000149428ENSG00000238390
26336,RP11-110I1.6SOD1,ENSG00000255114ENSG00000142168
26337,HYOU1AP000254.8,ENSG00000149428ENSG00000273271
26343,HYOU1HUNK,ENSG00000149428ENSG00000142149
26346,RP11-110I1.6HUNK,ENSG00000255114ENSG00000142149
26349,HYOU1MIS18A,ENSG00000149428ENSG00000159055
26350,HYOU1MIS18A-AS1,ENSG00000149428ENSG00000227256
26351,HYOU1MRAP,ENSG00000149428ENSG00000170262
26353,HYOU1OLIG1,ENSG00000149428ENSG00000184221
26355,HYOU1AP000282.2,ENSG00000149428ENSG00000227757
26359,HYOU1IFNGR2,ENSG00000149428ENSG00000159128
26364,HYOU1DNAJC28,ENSG00000149428ENSG00000177692
26367,HMBSAP000302.58,ENSG00000256269ENSG00000231355
26368,H2AFXAP000322.53,ENSG00000188486ENSG00000243627
26369,HMBSAP000322.53,ENSG00000256269ENSG00000243627
26370,HMBSCMP21-97G8.2,ENSG00000256269ENSG00000272958
26371,H2AFXRIPPLY3,ENSG00000188486ENSG00000183145
26372,HMBSRIPPLY3,ENSG00000256269ENSG00000183145
26374,HMBSDYRK1A,ENSG00000256269ENSG00000157540
26388,HMBSKCNJ15,ENSG00000256269ENSG00000157551
26395,H2AFXKCNJ15,ENSG00000188486ENSG00000157551
26407,HMBSERG,ENSG00000256269ENSG00000157554
26421,NLRX1ERG,ENSG00000160703ENSG00000157554
26422,PDZD3LCA5L,ENSG00000172367ENSG00000157578
26424,CCDC153LCA5L,ENSG00000248712ENSG00000157578
26426,NLRX1LCA5L,ENSG00000160703ENSG00000157578
26437,PDZD3WRB,ENSG00000172367ENSG00000182093
26444,PDZD3SH3BGR,ENSG00000172367ENSG00000185437
26445,OR8G7PSH3BGR,ENSG00000254845ENSG00000185437
26446,OR8G5SH3BGR,ENSG00000255298ENSG00000185437
26448,OR8B3SH3BGR,ENSG00000196661ENSG00000185437
26449,SPA17SH3BGR,ENSG00000064199ENSG00000185437
26450,SIAESH3BGR,ENSG00000110013ENSG00000185437
26451,SIAEAP001619.2,ENSG00000110013ENSG00000227698
26452,SPA17SNORA3,ENSG00000064199ENSG00000251778
26453,SIAETFF2,ENSG00000110013ENSG00000160181
26454,SPA17TFF2,ENSG00000064199ENSG00000160181
26458,MSANTD2TFF2,ENSG00000120458ENSG00000160181
26459,MSANTD2TMPRSS3,ENSG00000120458ENSG00000160183
26460,RP11-677M14.3TMPRSS3,ENSG00000250073ENSG00000160183
26468,RP11-677M14.7TMPRSS3,ENSG00000245498ENSG00000160183
26472,ROBO4TMPRSS3,ENSG00000154133ENSG00000160183
26473,RP11-664I21.5TMPRSS3,ENSG00000254568ENSG00000160183
26475,ROBO4PDE9A,ENSG00000154133ENSG00000160191
26476,CHEK1PDE9A,ENSG00000149554ENSG00000160191
26477,STT3APDE9A,ENSG00000134910ENSG00000160191
26494,PATE1PDE9A,ENSG00000171053ENSG00000160191
26497,RP11-680F20.4PDE9A,ENSG00000254790ENSG00000160191
26498,CDONPDE9A,ENSG00000064309ENSG00000160191
26503,KIRREL3-AS1PDE9A,ENSG00000257271ENSG00000160191
26505,BARX2PDE9A,ENSG00000043039ENSG00000160191
26508,PRDM10PDE9A,ENSG00000170325ENSG00000160191
26515,ZBTB44PDE9A,ENSG00000196323ENSG00000160191
26525,SPATA19PDE9A,ENSG00000166118ENSG00000160191
26527,JAM3DNMT3L,ENSG00000166086ENSG00000142182
26531,JAM3AP001059.5,ENSG00000166086ENSG00000232010
26535,VPS26BDNMT3L,ENSG00000151502ENSG00000142182
26536,VPS26BAP001059.5,ENSG00000151502ENSG00000232010
26537,VPS26BAP001062.1,ENSG00000151502ENSG00000255902
26539,THYN1TSPEAR-AS1,ENSG00000151500ENSG00000235890
26541,THYN1C21orf90,ENSG00000151500ENSG00000182912
26542,THYN1KRTAP10-3,ENSG00000151500ENSG00000212935
26546,B3GAT1KRTAP10-9,ENSG00000109956ENSG00000221837
26548,B3GAT1KRTAP10-12,ENSG00000109956ENSG00000189169
