,GENE,GENE_ID
12692,COPS2PAPL,ENSG00000166200ENSG00000183760
12693,TRPM7PAPL,ENSG00000092439ENSG00000183760
12699,AP4E1PAPL,ENSG00000081014ENSG00000183760
12700,AP4E1LRFN1,ENSG00000081014ENSG00000128011
12702,AP4E1CTC-246B18.8,ENSG00000081014ENSG00000268262
12703,AP4E1SAMD4B,ENSG00000081014ENSG00000179134
12704,LEO1SAMD4B,ENSG00000166477ENSG00000179134
12706,MAPK6SAMD4B,ENSG00000069956ENSG00000179134
12710,MAPK6FBL,ENSG00000069956ENSG00000105202
12711,CTD-2184D3.5FBL,ENSG00000259712ENSG00000105202
12712,ARPP19FBL,ENSG00000128989ENSG00000105202
12723,ARPP19CNTD2,ENSG00000128989ENSG00000105219
12729,ARPP19SERTAD1,ENSG00000128989ENSG00000197019
12730,ARPP19MIA-RAB4B,ENSG00000128989ENSG00000268975
12731,ARPP19HNRNPUL1,ENSG00000128989ENSG00000105323
12734,ONECUT1HNRNPUL1,ENSG00000169856ENSG00000105323
12740,WDR72HNRNPUL1,ENSG00000166415ENSG00000105323
12750,RSL24D1HNRNPUL1,ENSG00000137876ENSG00000105323
12752,PIGBHNRNPUL1,ENSG00000069943ENSG00000105323
12753,CCPG1HNRNPUL1,ENSG00000260916ENSG00000105323
12756,PIGBEXOSC5,ENSG00000069943ENSG00000077348
12759,CCPG1BCKDHA,ENSG00000260916ENSG00000248098
12762,PIGBC19orf69,ENSG00000069943ENSG00000204978
12763,CCPG1CEACAM5,ENSG00000260916ENSG00000105388
12766,CCPG1CEA,ENSG00000260916ENSG00000267881
12768,PIGBCEACAM5,ENSG00000069943ENSG00000105388
12771,CCPG1GRIK5,ENSG00000260916ENSG00000105737
12773,PIGBGRIK5,ENSG00000069943ENSG00000105737
12776,CCPG1ZNF574,ENSG00000260916ENSG00000105732
12777,PIGBZNF574,ENSG00000069943ENSG00000105732
12778,PIGBCTB-59C6.3,ENSG00000069943ENSG00000268525
12781,CCPG1CEACAM1,ENSG00000260916ENSG00000079385
12784,RP11-420M1.2CEACAM1,ENSG00000259180ENSG00000079385
12785,RFX7CEACAM1,ENSG00000181827ENSG00000079385
12790,TEX9CEACAM1,ENSG00000151575ENSG00000079385
12793,TEX9XRCC1,ENSG00000151575ENSG00000073050
12795,TEX9ZNF221,ENSG00000151575ENSG00000159905
12796,TCF12ZNF221,ENSG00000140262ENSG00000159905
12799,TCF12RP11-15A1.7,ENSG00000140262ENSG00000266921
12803,TCF12ZNF112,ENSG00000140262ENSG00000062370
12815,HNRNPA3P11ZNF112,ENSG00000260689ENSG00000062370
12816,CGNL1ZNF112,ENSG00000128849ENSG00000062370
12817,ALDH1A2ZNF180,ENSG00000128918ENSG00000167384
12818,ALDH1A2ZNF285B,ENSG00000128918ENSG00000176761
12822,FAM63BZNF180,ENSG00000128923ENSG00000167384
12826,SLTMAC069278.4,ENSG00000137776ENSG00000267242
12827,SLTMZNF180,ENSG00000137776ENSG00000167384
12840,SLTMCEACAM16,ENSG00000137776ENSG00000213892
12842,RNU4-80PCLPTM1,ENSG00000200070ENSG00000104853
12843,RORACLPTM1,ENSG00000069667ENSG00000104853
12848,RORABLOC1S3,ENSG00000069667ENSG00000189114
12849,RORAAC005779.1,ENSG00000069667ENSG00000225157
12850,RP11-219B17.1BLOC1S3,ENSG00000245534ENSG00000189114
12853,RORAAC005779.2,ENSG00000069667ENSG00000267545
12854,RORAGPR4,ENSG00000069667ENSG00000177464
12856,RORAAC074212.3,ENSG00000069667ENSG00000237452
12857,RORARSPH6A,ENSG00000069667ENSG00000104941
12861,RP11-219B17.1RSPH6A,ENSG00000245534ENSG00000104941
12862,RORAIGFL1,ENSG00000069667ENSG00000188293
12863,RP11-219B17.1AC006262.10,ENSG00000245534ENSG00000269745
12864,RORACTB-174O21.2,ENSG00000069667ENSG00000269487
12865,RP11-1069G10.1SAE1,ENSG00000259370ENSG00000142230
12867,RP11-317G6.1SAE1,ENSG00000259589ENSG00000142230
12868,SPG21SAE1,ENSG00000090487ENSG00000142230
12869,SPG21MEIS3,ENSG00000090487ENSG00000105419
12877,SLC24A1MEIS3,ENSG00000074621ENSG00000105419
12881,SLC24A1GLTSCR1,ENSG00000074621ENSG00000063169
12883,SLC24A1CTD-2571L23.8,ENSG00000074621ENSG00000268746
12886,SMAD6CTD-2571L23.8,ENSG00000137834ENSG00000268746
12887,SMAD6SEPW1,ENSG00000137834ENSG00000178980
12890,IQCHSEPW1,ENSG00000103599ENSG00000178980
12898,SKOR1SEPW1,ENSG00000188779ENSG00000178980
12902,SKOR1CABP5,ENSG00000188779ENSG00000105507
12903,ITGA11AC010458.1,ENSG00000137809ENSG00000221595
12904,ITGA11CABP5,ENSG00000137809ENSG00000105507
12906,ITGA11EMP3,ENSG00000137809ENSG00000142227
12907,ITGA11TMEM143,ENSG00000137809ENSG00000161558
12915,NOX5EMP3,ENSG00000255346ENSG00000142227
12919,NOX5TMEM143,ENSG00000255346ENSG00000161558
12920,NOX5SULT2B1,ENSG00000255346ENSG00000088002
12924,PAQR5SULT2B1,ENSG00000137819ENSG00000088002
12925,PAQR5RPL18,ENSG00000137819ENSG00000063177
12926,RP11-253M7.1RPL18,ENSG00000259426ENSG00000063177
12928,RP11-253M7.6RPL18,ENSG00000259645ENSG00000063177
12930,KIF23RPL18,ENSG00000137807ENSG00000063177
12931,RPLP1RPL18,ENSG00000137818ENSG00000063177
12941,RPLP1SPHK2,ENSG00000137818ENSG00000063176
12942,KIF23SPHK2,ENSG00000137807ENSG00000063176
12945,U3SPHK2,ENSG00000207119ENSG00000063176
12946,RPLP1AC022154.7,ENSG00000137818ENSG00000268093
12948,RP11-253M7.4SPHK2,ENSG00000259215ENSG00000063176
12950,PARP6SPHK2,ENSG00000137817ENSG00000063176
12959,PARP6TULP2,ENSG00000137817ENSG00000104804
12964,CELF6TULP2,ENSG00000140488ENSG00000104804
12971,CELF6TULP2,ENSG00000273025ENSG00000104804
12972,RP11-106M3.3TULP2,ENSG00000261460ENSG00000104804
12982,TBC1D21TULP2,ENSG00000167139ENSG00000104804
12983,AC108137.1TULP2,ENSG00000222064ENSG00000104804
12984,TBC1D21CCDC155,ENSG00000167139ENSG00000161609
12987,AC108137.1CCDC155,ENSG00000222064ENSG00000161609
12989,TBC1D21FLT3LG,ENSG00000167139ENSG00000090554
12990,SEMA7AFLT3LG,ENSG00000138623ENSG00000090554
12994,SEMA7ACTD-3148I10.15,ENSG00000138623ENSG00000273189
12999,CTD-3154N5.1FLT3LG,ENSG00000260919ENSG00000090554
13000,CSKFLT3LG,ENSG00000103653ENSG00000090554
13003,CSKCOX6CP7,ENSG00000103653ENSG00000268681
13004,CSKRCN3,ENSG00000103653ENSG00000142552
13008,CSKRRAS,ENSG00000103653ENSG00000126458
13009,CSKSCAF1,ENSG00000103653ENSG00000126461
13014,CSKBCL2L12,ENSG00000103653ENSG00000126453
13015,ULK3BCL2L12,ENSG00000140474ENSG00000126453
13016,ULK3IRF3,ENSG00000140474ENSG00000126456
13037,SCAMP2IRF3,ENSG00000140497ENSG00000126456
13044,SCAMP2AKT1S1,ENSG00000140497ENSG00000204673
13045,ULK3AKT1S1,ENSG00000140474ENSG00000204673
13053,ULK3SIGLEC11,ENSG00000140474ENSG00000161640
13056,ULK3ZNF473,ENSG00000140474ENSG00000142528
13059,ULK3CTD-2126E3.1,ENSG00000140474ENSG00000204666
13060,SCAMP2ZNF473,ENSG00000140497ENSG00000142528
13065,COMMD4CTD-2126E3.3,ENSG00000140365ENSG00000269091
13067,COMMD4ZNF473,ENSG00000140365ENSG00000142528
13068,COMMD4ASPDH,ENSG00000140365ENSG00000204653
13069,COMMD4LRRC4B,ENSG00000140365ENSG00000131409
13078,COMMD4KLK1,ENSG00000140365ENSG00000167748
13079,COMMD4KLK15,ENSG00000140365ENSG00000174562
13087,COMMD4AC011523.2,ENSG00000140365ENSG00000267968
13092,COMMD4KLK7,ENSG00000140365ENSG00000169035
13113,COMMD4KLK13,ENSG00000140365ENSG00000167759
13115,UBE2Q2KLK13,ENSG00000140367ENSG00000167759
13123,FBXO22KLK13,ENSG00000167196ENSG00000167759
13131,FBXO22CTD-3187F8.6,ENSG00000167196ENSG00000269681
13132,C15orf27CTD-3187F8.14,ENSG00000169758ENSG00000269072
13133,C15orf27IGLON5,ENSG00000169758ENSG00000142549
13134,RP11-593F23.1VSIG10L,ENSG00000259422ENSG00000186806
13135,C15orf27VSIG10L,ENSG00000169758ENSG00000186806
13139,C15orf27SIGLEC6,ENSG00000169758ENSG00000105492
13144,TSPAN3SIGLEC6,ENSG00000140391ENSG00000105492
13148,TSPAN3ZNF613,ENSG00000140391ENSG00000176024
13151,TSPAN3HCCAT3,ENSG00000140391ENSG00000269235
13153,RP11-797A18.6HCCAT3,ENSG00000269951ENSG00000269235
13154,RP11-114H24.6ZNF613,ENSG00000259792ENSG00000176024
13155,CIB2ZNF613,ENSG00000136425ENSG00000176024
13159,CIB2HCCAT3,ENSG00000136425ENSG00000269235
13163,IDH3AZNF613,ENSG00000166411ENSG00000176024
13167,IDH3AHCCAT3,ENSG00000166411ENSG00000269235
13172,IDH3AZNF350,ENSG00000166411ENSG00000256683
13181,IDH3AZNF615,ENSG00000166411ENSG00000197619
13184,DNAJA4ZNF615,ENSG00000140403ENSG00000197619
13195,WDR61ZNF615,ENSG00000140395ENSG00000197619
13197,IREB2ZNF615,ENSG00000136381ENSG00000197619
13199,RP11-650L12.1CTD-3018O17.3,ENSG00000259474ENSG00000269834
13200,IREB2CTD-3018O17.3,ENSG00000136381ENSG00000269834
13201,HYKKZNF578,ENSG00000188266ENSG00000258405
13202,HYKKCTD-3099C6.5,ENSG00000188266ENSG00000269349
13204,HYKKCTD-3099C6.9,ENSG00000188266ENSG00000269825
13205,HYKKZNF320,ENSG00000188266ENSG00000182986
13208,CHRNA3ZNF320,ENSG00000080644ENSG00000182986
13213,MORF4L1ZNF320,ENSG00000185787ENSG00000182986
13214,MIR5572ZNF320,ENSG00000266542ENSG00000182986
13215,RP11-379K22.3ZNF320,ENSG00000270919ENSG00000182986
13218,MESDC2ZNF320,ENSG00000117899ENSG00000182986
13222,RP11-775C24.3ZNF320,ENSG00000260619ENSG00000182986
13223,RP11-761I4.4ZNF320,ENSG00000271725ENSG00000182986
13224,EFTUD1ZNF320,ENSG00000140598ENSG00000182986
13225,EFTUD1CTD-2620I22.1,ENSG00000140598ENSG00000269082
13227,EFTUD1ZNF665,ENSG00000140598ENSG00000197497
13228,CPEB1ZNF665,ENSG00000214575ENSG00000197497
13232,CPEB1FAM90A27P,ENSG00000214575ENSG00000189348
13233,CPEB1BIRC8,ENSG00000214575ENSG00000163098
13235,CPEB1DPRX,ENSG00000214575ENSG00000204595
13236,SLC28A1PRKCG,ENSG00000156222ENSG00000126583
13243,SLC28A1CACNG6,ENSG00000156222ENSG00000130433
13244,RNU6-339PCACNG6,ENSG00000207037ENSG00000130433
13245,RNU6-796PCACNG6,ENSG00000212388ENSG00000130433
13246,SLC28A1TARM1,ENSG00000156222ENSG00000248385
13248,SLC28A1CTD-3093M3.1,ENSG00000156222ENSG00000268816
13249,SLC28A1KIR2DL1,ENSG00000156222ENSG00000125498
13251,SLC28A1KIR3DP1,ENSG00000156222ENSG00000264257
13252,SLC28A1COX6B2,ENSG00000156222ENSG00000160471
13255,RP11-255M6.1COX6B2,ENSG00000271044ENSG00000160471
13256,RP11-158M2.3COX6B2,ENSG00000259407ENSG00000160471
13258,NTRK3COX6B2,ENSG00000140538ENSG00000160471
13268,NTRK3-AS1COX6B2,ENSG00000260305ENSG00000160471
13269,MRPL46COX6B2,ENSG00000259494ENSG00000160471
13270,MRPS11COX6B2,ENSG00000181991ENSG00000160471
13275,MRPS11FIZ1,ENSG00000181991ENSG00000179943
13276,MRPL46FIZ1,ENSG00000259494ENSG00000179943
13280,MRPS11ZNF581,ENSG00000181991ENSG00000171425
13281,MRPL46ZNF580,ENSG00000259494ENSG00000213015
13282,MRPS11ZNF580,ENSG00000181991ENSG00000213015
13284,RP11-97O12.7ZNF581,ENSG00000173867ENSG00000171425
13285,LINC00925ZNF581,ENSG00000255571ENSG00000171425
13287,LINC00925ZNF580,ENSG00000255571ENSG00000213015
13293,TICRRZNF581,ENSG00000140534ENSG00000171425
13294,KIF7NLRP9,ENSG00000166813ENSG00000185792
13296,TICRRRFPL4AL1,ENSG00000140534ENSG00000229292
13297,TICRRRFPL4AP1,ENSG00000140534ENSG00000255238
13298,TICRRNLRP4,ENSG00000140534ENSG00000160505
13299,KIF7NLRP4,ENSG00000166813ENSG00000160505
13307,WDR93NLRP4,ENSG00000140527ENSG00000160505
13308,WDR93AC006116.20,ENSG00000140527ENSG00000267710
13315,AP3S2ZNF582,ENSG00000157823ENSG00000018869
13316,AP3S2AC006116.1,ENSG00000157823ENSG00000266631
13317,AP3S2ZNF582-AS1,ENSG00000157823ENSG00000267454
13321,AP3S2ZNF583,ENSG00000157823ENSG00000198440
13322,RP11-493E3.1ZNF582,ENSG00000259677ENSG00000018869
13323,AP3S2AC006116.12,ENSG00000157823ENSG00000267192
13329,AP3S2ZFP28,ENSG00000157823ENSG00000196867
13333,RP11-493E3.1ZFP28,ENSG00000259677ENSG00000196867
13334,AP3S2AC007228.11,ENSG00000157823ENSG00000269696
13337,IDH2ZFP28,ENSG00000182054ENSG00000196867
13338,IDH2AC007228.11,ENSG00000182054ENSG00000269696
13339,IDH2ZNF835,ENSG00000182054ENSG00000127903
13342,NGRNZNF835,ENSG00000182768ENSG00000127903
13344,BLMZNF835,ENSG00000197299ENSG00000127903
13345,BLMDUXA,ENSG00000197299ENSG00000258873
13346,BLMZNF17,ENSG00000197299ENSG00000186272
13349,BLMAC003002.6,ENSG00000197299ENSG00000269533
13352,BLMAC004076.7,ENSG00000197299ENSG00000268533
13356,BLMZNF772,ENSG00000197299ENSG00000197128
13358,BLMAC004076.9,ENSG00000197299ENSG00000268163
13360,RCCD1ZNF772,ENSG00000166965ENSG00000197128
13362,RCCD1AC003005.2,ENSG00000166965ENSG00000268266
13364,RCCD1AC004076.9,ENSG00000166965ENSG00000268163
13367,RCCD1ZNF530,ENSG00000166965ENSG00000183647
13372,RCCD1ZNF134,ENSG00000166965ENSG00000213762
13374,RCCD1AC003682.16,ENSG00000166965ENSG00000268392
13377,RCCD1AC004017.1,ENSG00000166965ENSG00000268948
13378,CHD2CTD-2583A14.8,ENSG00000173575ENSG00000269867
13379,CHD2CTD-2583A14.11,ENSG00000173575ENSG00000270804
13381,RGMAZNF256,ENSG00000182175ENSG00000152454
13383,RGMARN7SL526P,ENSG00000182175ENSG00000243642
13384,RGMAZNF329,ENSG00000182175ENSG00000181894
13389,RGMAZNF544,ENSG00000182175ENSG00000198131
13391,RGMACTD-3138B18.5,ENSG00000182175ENSG00000268516
13392,RGMACTD-3138B18.4,ENSG00000182175ENSG00000269545
13397,RGMAZNF132,ENSG00000182175ENSG00000131849
13398,RGMACTD-2619J13.17,ENSG00000182175ENSG00000268912
13400,RGMASLC27A5,ENSG00000182175ENSG00000083807
13406,RP11-6O2.3SLC27A5,ENSG00000261616ENSG00000083807
13407,MEF2ASLC27A5,ENSG00000068305ENSG00000083807
13409,Y_RNASLC27A5,ENSG00000201724ENSG00000083807
13415,LYSMD4SLC27A5,ENSG00000183060ENSG00000083807
13421,LYSMD4ADARB2,ENSG00000183060ENSG00000185736
13428,LYSMD4RP11-398B16.2,ENSG00000183060ENSG00000233052
13431,LYSMD4AKR1C2,ENSG00000183060ENSG00000151632
13434,LYSMD4RP11-499O7.7,ENSG00000183060ENSG00000224251
13440,LYSMD4AKR1C3,ENSG00000183060ENSG00000196139
13445,PCSK6AKR1C3,ENSG00000140479ENSG00000196139
13451,PCSK6RP11-445P17.6,ENSG00000140479ENSG00000228291
13452,PCSK6UCN3,ENSG00000140479ENSG00000178473
13453,PCSK6TUBAL3,ENSG00000140479ENSG00000178462
13455,PCSK6IL15RA,ENSG00000140479ENSG00000134470
13469,SMARCA2IL15RA,ENSG00000080503ENSG00000134470
13473,KCNV2IL15RA,ENSG00000168263ENSG00000134470
13474,AL161450.1IL15RA,ENSG00000268155ENSG00000134470
13475,MTND4P14IL15RA,ENSG00000236254ENSG00000134470
13476,RANBP6IL15RA,ENSG00000137040ENSG00000134470
13478,KDM4CIL15RA,ENSG00000107077ENSG00000134470
13486,NFIBIL15RA,ENSG00000147862ENSG00000134470
13494,PSIP1IL15RA,ENSG00000164985ENSG00000134470
13500,RP11-62F24.2IL15RA,ENSG00000234779ENSG00000134470
13501,IFNA4IL15RA,ENSG00000236637ENSG00000134470
13502,IFNWP9IL15RA,ENSG00000226597ENSG00000134470
13505,IFNA6IL15RA,ENSG00000120235ENSG00000134470
13508,IFNA13IL15RA,ENSG00000233816ENSG00000134470
13509,IFNA2IL2RA,ENSG00000188379ENSG00000134460
13510,CDKN2AIL2RA,ENSG00000147889ENSG00000134460
13512,CDKN2ASNORA14,ENSG00000147889ENSG00000251922
13513,CDKN2APRKCQ,ENSG00000147889ENSG00000065675
13514,C9orf53PRKCQ,ENSG00000224854ENSG00000065675
13516,CDKN2ARP11-138I18.1,ENSG00000147889ENSG00000271360
13517,CDKN2AUSP6NL,ENSG00000147889ENSG00000148429
13519,CDKN2ASEC61A2,ENSG00000147889ENSG00000065665
13526,ELAVL2SEC61A2,ENSG00000107105ENSG00000065665
13529,ELAVL2MIR548AK,ENSG00000107105ENSG00000265653
13530,ELAVL2CAMK1D,ENSG00000107105ENSG00000183049
13533,TEKOPTN,ENSG00000120156ENSG00000123240
13536,B4GALT1OPTN,ENSG00000086062ENSG00000123240
13539,UBE2R2OPTN,ENSG00000107341ENSG00000123240
13540,DNAI1OPTN,ENSG00000122735ENSG00000123240
13544,CNTFROPTN,ENSG00000122756ENSG00000123240
13547,CNTFR-AS1OPTN,ENSG00000237159ENSG00000123240
13551,GALTUCMA,ENSG00000213930ENSG00000165623
13553,GALTPRPF18,ENSG00000213930ENSG00000165630
13556,GALTRP11-295P9.2,ENSG00000213930ENSG00000227474
13557,GALTDCLRE1C,ENSG00000213930ENSG00000152457
13580,C9orf131DCLRE1C,ENSG00000174038ENSG00000152457
13583,C9orf131MEIG1,ENSG00000174038ENSG00000197889
13587,FLJ00273C10orf111,ENSG00000269510ENSG00000176236
13588,C9orf131GAPDHP45,ENSG00000174038ENSG00000228312
13589,C9orf131NSUN6,ENSG00000174038ENSG00000241058
13590,C9orf131RP11-354E11.2,ENSG00000174038ENSG00000233968
13593,RN7SL338PPIP4K2A,ENSG00000241568ENSG00000150867
13594,C9orf131PIP4K2A,ENSG00000174038ENSG00000150867
13595,C9orf131ARMC3,ENSG00000174038ENSG00000165309
13596,FLJ00273ARMC3,ENSG00000269510ENSG00000165309
13597,VCPARMC3,ENSG00000165280ENSG00000165309
13599,VCPRNA5SP304,ENSG00000165280ENSG00000223131
13600,VCPPRTFDC1,ENSG00000165280ENSG00000099256
13603,VCPRN7SKP241,ENSG00000165280ENSG00000240294
13604,PIGOENKUR,ENSG00000165282ENSG00000151023
13608,RP11-182N22.8GAD2,ENSG00000234181ENSG00000136750
13609,PIGOGAD2,ENSG00000165282ENSG00000136750
13610,PIGOAPBB1IP,ENSG00000165282ENSG00000077420
13612,PIGOPDSS1,ENSG00000165282ENSG00000148459
13614,CD72PDSS1,ENSG00000137101ENSG00000148459
13615,TESK1PDSS1,ENSG00000107140ENSG00000148459
13616,CD72ABI1,ENSG00000137101ENSG00000136754
13617,TESK1ABI1,ENSG00000107140ENSG00000136754
13622,MIR4667ABI1,ENSG00000263892ENSG00000136754
13630,TESK1RNU6-490P,ENSG00000107140ENSG00000199855
13631,MIR4667ACBD5,ENSG00000263892ENSG00000107897
13632,SIT1ACBD5,ENSG00000137078ENSG00000107897
13633,RP11-331F9.4ACBD5,ENSG00000227933ENSG00000107897
13634,CD72ACBD5,ENSG00000137101ENSG00000107897
13637,CCDC107ACBD5,ENSG00000159884ENSG00000107897
13639,CCDC107MPP7,ENSG00000159884ENSG00000150054
13648,CCDC107C10orf126,ENSG00000159884ENSG00000204365
13649,CREB3KIAA1462,ENSG00000107175ENSG00000165757
13652,CREB3MAP3K8,ENSG00000107175ENSG00000107968
13655,NPR2PARD3,ENSG00000159899ENSG00000148498
13656,RP11-112J3.16PARD3,ENSG00000227388ENSG00000148498
13662,OR13J1PARD3,ENSG00000168828ENSG00000148498
13663,RNF38PARD3,ENSG00000137075ENSG00000148498
13672,RNF38PARD3-AS1,ENSG00000137075ENSG00000226386
13675,RNF38CUL2,ENSG00000137075ENSG00000108094
13679,PAX5CUL2,ENSG00000196092ENSG00000108094
13683,PAX5ATP6V1G1P4,ENSG00000196092ENSG00000233343
13684,PAX5GJD4,ENSG00000196092ENSG00000177291
13685,PAX5RP11-425A6.5,ENSG00000196092ENSG00000273312
13686,PAX5FZD8,ENSG00000196092ENSG00000177283
13687,PAX5MIR4683,ENSG00000196092ENSG00000264780
13688,PAX5MTND1P18,ENSG00000196092ENSG00000225276
13689,PAX5MTRNR2L7,ENSG00000196092ENSG00000256892
13690,PAX5ZNF25,ENSG00000196092ENSG00000175395
13692,POLR1EZNF25,ENSG00000137054ENSG00000175395
13693,POLR1EAL117337.1,ENSG00000137054ENSG00000266684
13694,RP11-405L18.4ZNF33B,ENSG00000230188ENSG00000196693
13695,POLR1EZNF33B,ENSG00000137054ENSG00000272373
13700,SHBZNF33B,ENSG00000107338ENSG00000272373
13701,SPATA31A5ZNF33B,ENSG00000233788ENSG00000272373
13702,RP11-100J16.5ZNF33B,ENSG00000243935ENSG00000272373
13703,SPATA31A5TMEM72,ENSG00000233788ENSG00000187783
13704,RP11-195B21.3RP11-285G1.9,ENSG00000155282ENSG00000223462
13705,PGM5-AS1TMEM72-AS1,ENSG00000224958ENSG00000224812
13706,PGM5-AS1TMEM72,ENSG00000224958ENSG00000187783
13707,FAM122ATMEM72,ENSG00000187866ENSG00000187783
13708,FAM122AC10orf25,ENSG00000187866ENSG00000165511
13709,FAM189A2ZNF22,ENSG00000135063ENSG00000165512
13710,FAM189A2CEP164P1,ENSG00000135063ENSG00000226937
13711,FAM189A2ALOX5,ENSG00000135063ENSG00000012779
13714,FAM189A2PTPN20B,ENSG00000135063ENSG00000183675
13715,MAMDC2PTPN20B,ENSG00000165072ENSG00000183675
13716,MAMDC2-AS1PTPN20B,ENSG00000204706ENSG00000183675
13719,RPL24P8PTPN20B,ENSG00000236801ENSG00000183675
13720,Y_RNAPTPN20B,ENSG00000239180ENSG00000183675
13721,RORBPTPN20B,ENSG00000198963ENSG00000183675
13723,RN7SKP47PTPN20B,ENSG00000202217ENSG00000183675
13724,RP11-174B4.2PTPN20B,ENSG00000270954ENSG00000183675
13725,PCSK5PTPN20B,ENSG00000099139ENSG00000183675
13727,GNA14PTPN20B,ENSG00000156049ENSG00000183675
13733,PSAT1PTPN20B,ENSG00000135069ENSG00000183675
13735,SPATA31D3RP11-534L6.3,ENSG00000186788ENSG00000228754
13736,SPATA31D3VSTM4,ENSG00000186788ENSG00000165633
13737,RP11-383M4.6RP11-523O18.1,ENSG00000267559ENSG00000226576
13738,RP11-383M4.6C10orf128,ENSG00000267559ENSG00000204161
13739,FRMD3C10orf128,ENSG00000172159ENSG00000204161
13742,FRMD3FAM170B-AS1,ENSG00000172159ENSG00000234736
13745,IDNKC10orf128,ENSG00000148057ENSG00000204161
13748,IDNKRP11-324H6.5,ENSG00000148057ENSG00000235618
13750,IDNKA1CF,ENSG00000148057ENSG00000148584
13752,C9orf64A1CF,ENSG00000165118ENSG00000148584
13755,HNRNPKA1CF,ENSG00000165119ENSG00000148584
13759,HNRNPKDKK1,ENSG00000165119ENSG00000107984
13760,HNRNPKPRKG1-AS1,ENSG00000165119ENSG00000236671
13761,MIR7-1DKK1,ENSG00000207603ENSG00000107984
13762,RP11-575L7.8DKK1,ENSG00000235298ENSG00000107984
13764,HNRNPKSLC16A9,ENSG00000165119ENSG00000165449
13766,HNRNPKARID5B,ENSG00000165119ENSG00000150347
13768,ISCA1AC067751.1,ENSG00000135070ENSG00000263920
13769,ISCA1EGR2,ENSG00000135070ENSG00000122877
13772,GAS1EGR2,ENSG00000180447ENSG00000122877
13773,RP11-276H19.1TATDN1P1,ENSG00000226237ENSG00000234369
13774,CTSLCTNNA3,ENSG00000135047ENSG00000183230
13777,CTSLMYPN,ENSG00000135047ENSG00000138347
13781,CTSLDNA2,ENSG00000135047ENSG00000138346
13791,CTSLVPS26A,ENSG00000135047ENSG00000122958
13792,SPATA31C2VPS26A,ENSG00000177910ENSG00000122958
13794,S1PR3VPS26A,ENSG00000213694ENSG00000122958
13796,CKS2VPS26A,ENSG00000123975ENSG00000122958
13797,MIR3153VPS26A,ENSG00000265112ENSG00000122958
13798,GADD45GVPS26A,ENSG00000130222ENSG00000122958
13801,SYKTSPAN15,ENSG00000165025ENSG00000099282
13808,SYKPPA1,ENSG00000165025ENSG00000180817
13810,AUHPPA1,ENSG00000148090ENSG00000180817
13812,AUHNPFFR1,ENSG00000148090ENSG00000148734
13813,RP11-305L7.7NPFFR1,ENSG00000273381ENSG00000148734
13814,AUHPALD1,ENSG00000148090ENSG00000107719
13818,BICD2C10orf54,ENSG00000185963ENSG00000107738
13820,SUSD3C10orf54,ENSG00000157303ENSG00000107738
13821,SUSD3SPOCK2,ENSG00000157303ENSG00000107742
13828,PTPDC1SPOCK2,ENSG00000158079ENSG00000107742
13833,PTPDC1ASCC1,ENSG00000158079ENSG00000138303
13834,ZNF169ASCC1,ENSG00000175787ENSG00000138303
13837,VDAC1P11ASCC1,ENSG00000237679ENSG00000138303
13841,CDC14BASCC1,ENSG00000081377ENSG00000138303
13842,CDC14BP4HA1,ENSG00000081377ENSG00000122884
13848,CDC14BMRPS16,ENSG00000081377ENSG00000182180
13850,CDC14BDNAJC9,ENSG00000081377ENSG00000213551
13857,TDRD7DNAJC9,ENSG00000196116ENSG00000213551
13858,TDRD7Y_RNA,ENSG00000196116ENSG00000207473
13859,TDRD7USP54,ENSG00000196116ENSG00000166348
13860,TDRD7PPP3CB,ENSG00000196116ENSG00000107758
13861,NCBP1PPP3CB,ENSG00000136937ENSG00000107758
13862,NCBP1USP54,ENSG00000136937ENSG00000166348
13865,XPAPPP3CB,ENSG00000136936ENSG00000107758
13866,XPAUSP54,ENSG00000136936ENSG00000166348
13868,HEMGNUSP54,ENSG00000136929ENSG00000166348
13869,TRIM14RP11-137L10.6,ENSG00000106785ENSG00000221817
13870,TRIM14USP54,ENSG00000106785ENSG00000166348
13874,TBC1D2USP54,ENSG00000095383ENSG00000166348
13877,TBC1D2PPP3CB,ENSG00000095383ENSG00000107758
13878,TBC1D2RP11-137L10.6,ENSG00000095383ENSG00000221817
13894,MURCUSP54,ENSG00000170681ENSG00000166348
13895,MRPL50USP54,ENSG00000136897ENSG00000166348
13897,OR13C3USP54,ENSG00000204246ENSG00000166348
13898,ABCA1MYOZ1,ENSG00000165029ENSG00000177791
13899,ABCA1RP11-464F9.22,ENSG00000165029ENSG00000272791
13901,FSD1LSYNPO2L,ENSG00000106701ENSG00000166317
13903,FSD1LAGAP5,ENSG00000106701ENSG00000172650
13904,FSD1LRP11-464F9.1,ENSG00000106701ENSG00000242288
13907,FSD1LCHCHD1,ENSG00000106701ENSG00000172586
13909,FSD1LFUT11,ENSG00000106701ENSG00000196968
13910,FSD1LCAMK2G,ENSG00000106701ENSG00000148660
13915,FSD1LRP11-77G23.5,ENSG00000106701ENSG00000227186
13916,FSD1LDUPD1,ENSG00000106701ENSG00000188716
13917,TMEM38BVDAC2,ENSG00000095209ENSG00000165637
13920,TMEM38BCOMTD1,ENSG00000095209ENSG00000165644
13924,ACTL7ACOMTD1,ENSG00000187003ENSG00000165644
